cod_entidad;entidad;cod_tipo_gasto;tipo_gasto;cod_grupo_gasto;grupo_gasto;cod_subgrupo_gasto;subgrupo_gasto;cod_renglon;renglon;asignado;vigente;devengado
11130017;MINISTERIO DE AMBIENTE Y RECURSOS NATURALES;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;272;PRODUCTOS DE VIDRIO;630;0;0
11130017;MINISTERIO DE AMBIENTE Y RECURSOS NATURALES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;188;SERVICIOS DE INGENIERIA, ARQUITECTURA Y SUPERVISION DE OBRAS;12000;0;0
11130017;MINISTERIO DE AMBIENTE Y RECURSOS NATURALES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;181;ESTUDIOS, INVESTIGACIONES Y PROYECTOS DE PRE-FACTIBILIDAD Y FACTIBILIDAD;5000000;0;0
11130017;MINISTERIO DE AMBIENTE Y RECURSOS NATURALES;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;164;MANTENIMIENTO Y REPARACION DE EQUIPOS EDUCACIONALES Y RECREATIVOS;10000;0;0
11130017;MINISTERIO DE AMBIENTE Y RECURSOS NATURALES;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;430;TRANSFERENCIAS  A ENTIDADES DEL SECTOR PRIVADO;435;TRANSFERENCIAS A  OTRAS INSTITUCIONES SIN FINES DE LUCRO;15000;15000;15000
11130017;MINISTERIO DE AMBIENTE Y RECURSOS NATURALES;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;470;TRANSFERENCIAS  AL SECTOR EXTERNO;472;TRANSFERENCIAS A ORGANISMOS E INSTITUCIONES INTERNACIONALES;639600;639600;48483.73
11130017;MINISTERIO DE AMBIENTE Y RECURSOS NATURALES;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;470;TRANSFERENCIAS  AL SECTOR EXTERNO;473;TRANSFERENCIAS A ORGANISMOS REGIONALES;160000;160000;0
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;450;TRANSFERENCIAS AL SECTOR PUBLICO NO EMPRESARIAL;453;TRANSFERENCIAS A ENTIDADES DESCENTRALIZADAS Y AUTONOMAS NO FINANCIERAS;735400823;747217823;455394284.8
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;480;TRANSFERENCIAS AL SECTOR PUBLICO MUNICIPAL;482;TRANSFERENCIAS A ENTIDADES PUBLICAS MUNICIPALES DE SEGURIDAD SOCIAL;11200000;13700000;11141000
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;430;TRANSFERENCIAS  A ENTIDADES DEL SECTOR PRIVADO;435;TRANSFERENCIAS A  OTRAS INSTITUCIONES SIN FINES DE LUCRO;33000000;36750000;29099296.58
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;460;TRANSFERENCIAS  AL SECTOR PUBLICO EMPRESARIAL;461;TRANSFERENCIAS A EMPRESAS PUBLICAS NO FINANCIERAS;0;630000000;630000000
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;20;INVERSION;600;ACTIVOS FINANCIEROS;690;OTROS ACTIVOS FINANCIEROS;691;FONDOS OTORGADOS A INSTITUCIONES PUBLICAS FINANCIERAS;0;3080000000;2550000000
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;450;TRANSFERENCIAS AL SECTOR PUBLICO NO EMPRESARIAL;451;TRANSFERENCIAS A LA ADMINISTRACION CENTRAL;3757756628;4035870114;2444169426
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;440;TRANSFERENCIAS DE CARACTER  ESPECIFICO;441;TRANSFERENCIAS AL ORGANISMO JUDICIAL;2013107000;2363107000;1806900000
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;440;TRANSFERENCIAS DE CARACTER  ESPECIFICO;442;TRANSFERENCIAS A  LA CORTE DE CONSTITUCIONALIDAD;140000000;140000000;102020576
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;530; TRANSFERENCIAS AL SECTOR PUBLICO NO EMPRESARIAL;531;TRANSFERENCIAS A LA ADMINISTRACION CENTRAL;159592372;181397686;117068489.4
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;530; TRANSFERENCIAS AL SECTOR PUBLICO NO EMPRESARIAL;533;TRANSFERENCIAS A ENTIDADES DESCENTRALIZADAS Y AUTONOMAS NO FINANCIERAS;76720177;90661727;24510815.01
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;192;COMISIONES A RECEPTORES FISCALES Y RECAUDADORES;1311780000;1311780000;732204606.4
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;199;OTROS SERVICIOS;1500000;1500000;1500000
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;800;OTROS GASTOS;820;DESCUENTOS Y BONIFICACIONES;823;DEVOLUCIONES;80000000;80000000;64606907.66
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;900;ASIGNACIONES GLOBALES;910;GASTOS IMPREVISTOS;911;EMERGENCIAS Y CALAMIDADES PUBLICAS;238000000;95000000;4290000
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;510;TRANSFERENCIAS AL SECTOR PRIVADO;512;TRANSFERENCIAS A INSTITUCIONES SIN FINES DE LUCRO;27000000;47533639.7;28376844.58
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;560;TRANSFERENCIAS AL SECTOR PUBLICO MUNICIPAL;562;TRANSFERENCIAS A ENTIDADES PUBLICAS MUNICIPALES DE SEGURIDAD SOCIAL;6300000;6300000;3700000
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;440;TRANSFERENCIAS DE CARACTER  ESPECIFICO;443;TRANSFERENCIAS A  LA UNIVERSIDAD DE SAN CARLOS DE GUATEMALA;1717252000;1717252000;1293503920
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;470;TRANSFERENCIAS  AL SECTOR EXTERNO;472;TRANSFERENCIAS A ORGANISMOS E INSTITUCIONES INTERNACIONALES;1500000;1500000;1036341
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;520;TRANSFERENCIAS  DE CARACTER ESPECIFICO;522;TRANSFERENCIAS A  LA UNIVERSIDAD DE SAN CARLOS DE GUATEMALA;217200000;217372000;159472000
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;560;TRANSFERENCIAS AL SECTOR PUBLICO MUNICIPAL;565;TRANSFERENCIAS A EMPRESAS PUBLICAS MUNICIPALES FINANCIERAS;190000000;190000000;127000000
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;50;APORTES PATRONALES;51;APORTE PATRONAL AL IGSS;574100000;574100000;487229498
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;50;APORTES PATRONALES;55;APORTE PARA CLASES PASIVAS;225900000;225900000;192790625
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;440;TRANSFERENCIAS DE CARACTER  ESPECIFICO;445;TRANSFERENCIAS AL DEPORTE;468460800;468460800;353631538
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;520;TRANSFERENCIAS  DE CARACTER ESPECIFICO;524;TRANSFERENCIAS AL DEPORTE;215200;215200;0
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;440;TRANSFERENCIAS DE CARACTER  ESPECIFICO;447;APORTE DEL ESTADO A LA CONTRALORIA GENERAL DE CUENTAS;354450000;461431200;384027794
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;191;PRIMAS Y GASTOS DE SEGUROS Y FIANZAS;20000000;20000000;4038093.91
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;520;TRANSFERENCIAS  DE CARACTER ESPECIFICO;523;TRANSFERENCIAS A LAS MUNICIPALIDADES;7619872000;7643640637;6227450908
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;530; TRANSFERENCIAS AL SECTOR PUBLICO NO EMPRESARIAL;532;TRANSFERENCIAS A LOS CONSEJOS DE DESARROLLO URBANO Y RURAL;2637057000;3267057000;1231077310
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;71;AGUINALDO;395172381;395172381;169042149.1
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;79;OTRAS PRESTACIONES;125665452;125665452;1707938
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;410;TRANSFERENCIAS DIRECTAS A PERSONAS INDIVIDUALES;411;AYUDA PARA FUNERALES;6918789;6918789;5002447.7
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;420;PRESTACIONES DE SEGURIDAD SOCIAL;421;PENSIONES;200172114;197784451.6;121025454.8
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;420;PRESTACIONES DE SEGURIDAD SOCIAL;422;JUBILACIONES Y/O RETIROS;4139756273;4135156273;3500468389
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;420;PRESTACIONES DE SEGURIDAD SOCIAL;429;OTRAS PRESTACIONES Y PENSIONES;327973566;334961228.4;333499269.5
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;510;TRANSFERENCIAS AL SECTOR PRIVADO;511;TRANSFERENCIAS A  PERSONAS INDIVIDUALES Y UNIDADES FAMILIARES;391151000;479695815.4;341678415.1
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;510;TRANSFERENCIAS AL SECTOR PRIVADO;513;TRANSFERENCIAS A COOPERATIVAS;0;7878320.48;5096858.37
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;510;TRANSFERENCIAS AL SECTOR PRIVADO;514;TRANSFERENCIAS A EMPRESAS PRIVADAS;0;59094037.37;33977740.5
11130018;OBLIGACIONES DEL ESTADO A CARGO DEL TESORO;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;530; TRANSFERENCIAS AL SECTOR PUBLICO NO EMPRESARIAL;534;TRANSFERENCIAS A INSTITUCIONES PUBLICAS FINANCIERAS;1000000;1000000;900000
11130019;SERVICIOS DE LA DEUDA PUBLICA;30;DEUDA PUBLICA;700;SERVICIOS DE LA DEUDA PUBLICA Y AMORTIZACION DE OTROS PASIVOS;710;SERVICIO DE LA DEUDA PUBLICA INTERNA A CORTO Y LARGO PLAZO;714;INTERESES DE LA DEUDA INTERNA A LARGO PLAZO;5943647726;6522439626;5188079842
11130019;SERVICIOS DE LA DEUDA PUBLICA;30;DEUDA PUBLICA;700;SERVICIOS DE LA DEUDA PUBLICA Y AMORTIZACION DE OTROS PASIVOS;710;SERVICIO DE LA DEUDA PUBLICA INTERNA A CORTO Y LARGO PLAZO;715;COMISIONES Y OTROS GASTOS DE LA DEUDA INTERNA A LARGO PLAZO;128275000;132572800;79411100.19
11130019;SERVICIOS DE LA DEUDA PUBLICA;30;DEUDA PUBLICA;700;SERVICIOS DE LA DEUDA PUBLICA Y AMORTIZACION DE OTROS PASIVOS;710;SERVICIO DE LA DEUDA PUBLICA INTERNA A CORTO Y LARGO PLAZO;717;DESCUENTOS DE DEUDA INTERNA A LARGO PLAZO;5107500;7607400;4461318.27
11130019;SERVICIOS DE LA DEUDA PUBLICA;30;DEUDA PUBLICA;700;SERVICIOS DE LA DEUDA PUBLICA Y AMORTIZACION DE OTROS PASIVOS;720;SERVICIO DE LA DEUDA PUBLICA  EXTERNA A CORTO Y LARGO PLAZO;724;INTERESES DE LA DEUDA EXTERNA A LARGO PLAZO;2128099000;2043462120;1193050956
11130019;SERVICIOS DE LA DEUDA PUBLICA;30;DEUDA PUBLICA;700;SERVICIOS DE LA DEUDA PUBLICA Y AMORTIZACION DE OTROS PASIVOS;720;SERVICIO DE LA DEUDA PUBLICA  EXTERNA A CORTO Y LARGO PLAZO;727;DESCUENTOS DE DEUDA EXTERNA A LARGO PLAZO;15073300;32858900;16225212.33
11130019;SERVICIOS DE LA DEUDA PUBLICA;30;DEUDA PUBLICA;700;SERVICIOS DE LA DEUDA PUBLICA Y AMORTIZACION DE OTROS PASIVOS;730;INTERESES, COMISIONES Y GASTOS POR PRESTAMOS OBTENIDOS A CORTO Y LARGO PLAZO;734;INTERESES POR PRESTAMOS DEL SECTOR EXTERNO;1204595874;1607446774;1401715249
11130019;SERVICIOS DE LA DEUDA PUBLICA;30;DEUDA PUBLICA;700;SERVICIOS DE LA DEUDA PUBLICA Y AMORTIZACION DE OTROS PASIVOS;730;INTERESES, COMISIONES Y GASTOS POR PRESTAMOS OBTENIDOS A CORTO Y LARGO PLAZO;738;COMISIONES Y GASTOS POR PRESTAMOS DEL SECTOR EXTERNO;21852600;64402600;16732591.12
11130019;SERVICIOS DE LA DEUDA PUBLICA;30;DEUDA PUBLICA;700;SERVICIOS DE LA DEUDA PUBLICA Y AMORTIZACION DE OTROS PASIVOS;710;SERVICIO DE LA DEUDA PUBLICA INTERNA A CORTO Y LARGO PLAZO;718;AMORTIZACION DE PRIMAS DE LA DEUDA INTERNA A LARGO PLAZO;93778200;4000000;0
11130019;SERVICIOS DE LA DEUDA PUBLICA;30;DEUDA PUBLICA;700;SERVICIOS DE LA DEUDA PUBLICA Y AMORTIZACION DE OTROS PASIVOS;710;SERVICIO DE LA DEUDA PUBLICA INTERNA A CORTO Y LARGO PLAZO;719;AMORTIZACION DEFICIENCIAS NETAS DEL BANCO DE GUATEMALA;699548626;772095206;0
11130019;SERVICIOS DE LA DEUDA PUBLICA;30;DEUDA PUBLICA;700;SERVICIOS DE LA DEUDA PUBLICA Y AMORTIZACION DE OTROS PASIVOS;750;AMORTIZACION  DE PRESTAMOS A LARGO PLAZO;757;AMORTIZACION DE PRESTAMOS DE GOBIERNOS EXTRANJEROS;252981500;332131500;231306512.4
11130019;SERVICIOS DE LA DEUDA PUBLICA;30;DEUDA PUBLICA;700;SERVICIOS DE LA DEUDA PUBLICA Y AMORTIZACION DE OTROS PASIVOS;750;AMORTIZACION  DE PRESTAMOS A LARGO PLAZO;758;AMORTIZACION DE PRESTAMOS DE ORGANISMOS E INSTITUCIONES REGIONALES E INTERNACIONALES;2918040674;3091983074;2598060313
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;11;PERSONAL PERMANENTE;12711612;13157836;10598147.62
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;12;COMPLEMENTO PERSONAL AL SALARIO DEL PERSONAL PERMANENTE;10178400;10629800;8536497.65
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;13;COMPLEMENTO POR ANTIGUEDAD AL PERSONAL PERMANENTE;38220;85860;65038.24
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;14;COMPLEMENTO POR CALIDAD PROFESIONAL AL PERSONAL PERMANENTE;463500;522000;387409.86
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;15;COMPLEMENTOS ESPECIFICOS AL PERSONAL PERMANENTE;10399800;10735600;8657391.77
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;22;PERSONAL POR CONTRATO;14028000;14993500;10542300.25
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;26;COMPLEMENTO POR CALIDAD PROFESIONAL AL PERSONAL TEMPORAL;189000;351000;137397.81
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;27;COMPLEMENTOS ESPECIFICOS AL PERSONAL TEMPORAL;22560000;23248100;18113008.76
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;60;DIETAS Y GASTOS DE REPRESENTACION;63;GASTOS DE REPRESENTACION EN EL INTERIOR;576000;576000;467612.9
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;71;AGUINALDO;11567297;11442809;2281971
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;72;BONIFICACION ANUAL (BONO 14);11580047;11442309;7172619.98
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;73;BONO VACACIONAL;361592;313500;9318.67
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;114;CORREOS Y TELEGRAFOS;10000;66960;65221
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;120;DIVULGACION, IMPRESION Y ENCUADERNACION;121;DIVULGACION E INFORMACION;525500;5549000;1868267.26
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;120;DIVULGACION, IMPRESION Y ENCUADERNACION;122;IMPRESION, ENCUADERNACION Y REPRODUCCION;2279270;185312;39189.51
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;131;VIATICOS EN EL EXTERIOR;150000;80000;0
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;133;VIATICOS EN EL INTERIOR;2616320;2458815;1033911.14
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;136;RECONOCIMIENTO DE GASTOS;259500;95000;20381.8
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;140;TRANSPORTE Y ALMACENAJE;141;TRANSPORTE DE PERSONAS;96500;66500;0
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;155;ARRENDAMIENTO DE MEDIOS DE TRANSPORTE;265000;0;0
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;166;MANTENIMIENTO Y REPARACION DE EQUIPO PARA COMUNICACIONES;0;0;0
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;183;SERVICIOS JURIDICOS;1370000;345000;230070
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;189;OTROS ESTUDIOS Y/O SERVICIOS;2780000;1222600;946900
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;196;SERVICIOS DE ATENCION Y PROTOCOLO;140802;0;0
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;199;OTROS SERVICIOS;3513760;741727;495133.19
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;210;ALIMENTOS Y PRODUCTOS AGROPECUARIOS;211;ALIMENTOS PARA PERSONAS;28009053;491024898;40358436.43
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;210;ALIMENTOS Y PRODUCTOS AGROPECUARIOS;214;PRODUCTOS AGROFORESTALES, MADERA, CORCHO Y SUS MANUFACTURAS;2100;13225;981.5
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;230;TEXTILES Y VESTUARIO;233;PRENDAS DE VESTIR;1918105;163503;121996.5
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;245;LIBROS, REVISTAS Y PERIODICOS;2839;14839;2850
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;289;OTROS PRODUCTOS METALICOS;10793;39793;2414.99
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;291;UTILES DE OFICINA;1218433;797091;295863.12
11130020;MINISTERIO DE DESARROLLO SOCIAL;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;322;MOBILIARIO Y EQUIPO DE OFICINA;2958400;2545400;3100
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;29;OTRAS REMUNERACIONES DE PERSONAL TEMPORAL;23667000;24746592;16532075.56
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;111;ENERGIA ELECTRICA;672466;984032;718790.27
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;112;AGUA;632400;524579;152391.56
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;113;TELEFONIA;1683587;2853000;1507197.47
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;115;EXTRACCION DE BASURA Y DESTRUCCION DE DESECHOS SOLIDOS;46800;96100;47230
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;140;TRANSPORTE Y ALMACENAJE;142;FLETES;131500;126500;57700
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;151;ARRENDAMIENTO DE EDIFICIOS Y LOCALES;13129856;16530116;14052678.82
11130020;MINISTERIO DE DESARROLLO SOCIAL;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;153;ARRENDAMIENTO DE MAQUINAS Y EQUIPOS DE OFICINA;1966865;856358;387308.76
